#scientific name	type materials and coidentical strains	has individual sequences?	has complete genomes or assemblies?
Enterococcus mundtii	 ATCC 43186, ATCC:43186, BCCM/LMG:10748, CCUG 18656, CCUG:18656, CFBP 4251, CFBP:4251, CIP 103010, CIP:103010, DSM 4838, DSM:4838, DSMZ 4838, HAMBI 1570, HAMBI:1570, JCM 8731, JCM:8731, LMG 10748, LMG:10748, MUTK 559, MUTK:559, NBRC 100490, NBRC:100490, NCDO 2375, NCDO:2375, NCIMB 702375, NCIMB:702375, NCTC 12363, NCTC:12363	yes	yes
Smaragdicoccus niigatensis	 DSM 44881, DSM:44881, Hou_blue, JCM 14666, JCM:14666, MBIC 06267, MBIC:06267, NBRC 103563, NBRC:103563	no	yes
Lactobacillus bombi	 BTLCH M1/2, CCM 8440, CCM:8440, DSM 26517, DSM:26517	yes	no
Pontibacter lucknowensis	 CCM 7955, CCM:7955, DM9, DSM 25474, MTCC 11079, MTCC:11079	yes	yes
Haloplanus salinarum	 JCM 31424, JCM:31424, KCCM 43210, KCCM:43210, SP28	yes	no
Syntrophomonas erecta subsp. sporosyntropha	 5-3-Z, CGMCC 1.5032, CGMCC:1.5032, JCM 13344, JCM:13344	yes	no
Thermoflavimicrobium dichotomicum	 114, ATCC 49854, ATCC:49854, DSM 44778, DSM:44778, JCM 9688, JCM:9688, KCTC 3667, KCTC:3667, VKM Ac-1435, VKM:Ac:1435	yes	yes
Salibacter halophilus	 JZ3C34, KCTC 52047, KCTC:52047, MCCC 1K02288, MCCC:1K02288	yes	no
Motiliproteus coralliicola	 C34, KCTC 62319, KCTC:62319, MCCC 1K03462, MCCC:1K03462	yes	yes
Desulfuromonas palmitatis	 ATCC 51701, ATCC:51701, DSM 12391, DSM 12931, DSM:12391, SDBY1	yes	no
Kocuria dechangensis	 CGMCC 1.12187, CGMCC:1.12187, DSM 25872, DSM:25872, NEAU-ST5-33	yes	no
Mycobacterium heraklionense	 CECT 7509, DSM 46753, GN-1, LMG 24735, NCTC 13432	yes	no
Salipiger marinus	 BCCM/LMG:25230, CCTCC AB 209064, CCTCC:AB:209064, CK-I3-6, DSM 26424, DSM:26424, LMG 25230, LMG:25230, MCCC 1A03060, MCCC:1A03060	yes	yes
Streptomyces actinomycinicus	 JCM 30864, JCM:30864, PCU 342, PCU:342, PCU&lt;THA&gt;:342, RCU-197, TISTR 2208, TISTR:2208	yes	no
Arthrobacter bambusae	 DSM 100922, JCM 19335, JCM:19335, KACC 17531, KACC:17531, THG-GM18	yes	no
Polynucleobacter victoriensis	 DSM 21486, DSM:21486, JCM 32005, JCM:32005, MWH-VicM1	yes	yes
Thermodesulforhabdus norvegica	 A8444, DSM 9990, DSM:9990	yes	yes
Haemophilus felis	 ATCC 49733, CCUG 31170, CIP 103890, DSM 21192, TI189	yes	yes
Pseudidiomarina salinarum	 CCUG 54359, DSM 21900, ISL-52, KCTC 12971	yes	yes
Lactobacillus frumenti	 BCCM/LMG:19473, CIP 106922, CIP:106922, DSM 13145, DSM:13145, JCM 11122, JCM:11122, LMG 19473, LMG:19473, TMW 1.666, TMW:1.666	yes	yes
Changchengzhania lutea	 CCTCC AB 2014246, CCTCC:AB:2014246, JCM 30336, JCM:30336, SM1355	yes	no
Lysobacter korlensis	 CCTCC AB 207174, CCTCC:AB:207174, KCTC 23076, KCTC:23076, ZLD-17	yes	no
Microbulbifer thermotolerans	 DSM 19189, DSM:19189, JAMB A94, JCM 14709, JCM:14709	yes	yes
Mycobacterium senuense	 05-832, DSM 44999, JCM 16017, KCTC 19147	yes	yes
Paracoccus limosus	 JCM 17370, JCM:17370, KEMC 5401-184, KEMC:5401-184, NB88	yes	no
Brenneria alni	 ATCC 700181, ATCC:700181, CCUG 48887, CCUG:48887, CIP 104916, CIP:104916, DSM 11811, DSM:11811, ICMP 12481, ICMP:12481, NCPPB 3934, NCPPB:3934, PVFi 20	yes	yes
Natronorubrum bangense	 A33, AS 1.1984, AS:1.1984, CIP 107015, CIP:107015, JCM 10635, JCM:10635	yes	yes
Providencia rettgeri	 ATCC 29944, ATCC:29944, BCCM/LMG:3259, CCUG 14804, CCUG:14804, CIP 103182, CIP:103182, DSM 4542, DSM:4542, JCM 1675, JCM:1675, LMG 3259, LMG:3259, NCTC 11801, NCTC:11801	yes	yes
Aerococcus sanguinicola	 CCUG 43001, CCUG:43001, CIP 106533, CIP:106533, DSM 15633, DSM:15633, JCM 11549, JCM:11549	yes	yes
Thermoanaerobacter italicus	 Ab9, DSM 9252, DSM:9252, JCM 16815, JCM:16815	yes	yes
Allobranchiibius huperziae	 CPCC 204077, DSM 29531, DSM:29531, NBRC 110719, NBRC:110719	yes	no
Rhodopirellula rosea	 DSM 29889, JCM 17759, JCM:17759, KACC 15560, KACC:15560, LHWP3	yes	no
Gracilibacillus massiliensis	 Awa-1, CSUR P1441, DSM 29726, DSM:29726	yes	yes
Marinilactibacillus psychrotolerans	 DSM 19582, DSM:19582, IAM 14980, IAM:14980, JCM 21451, JCM:21451, M13-2, NBRC 100002, NBRC:100002, NCIMB 13873, NCIMB:13873, NRIC 0510, NRIC:0510	yes	yes
Pseudomonas syringae pv. delphinii	 BCCM/LMG:5381, CFBP 2215, CFBP:2215, ICMP 529, ICMP:529, LMG 5381, LMG:5381, NCPPB 1879, NCPPB:1879	yes	yes
Acidovorax avenae	 ATCC 19307, ATCC 19307 [[Pseudomonas avenae subsp. avenae]], ATCC 19307 [[Pseudomonas avenae]], ATCC 19307 [[Pseudomonas rubrilineans]], ATCC 19860, ATCC 19860 [[Pseudomonas avenae subsp. avenae]], ATCC 19860 [[Pseudomonas avenae]], ATCC 19860 [[Pseudomonas rubrilineans]], ATCC:19860, BCCM/LMG:2117, CCUG 15838, CCUG 15838 [[Pseudomonas avenae subsp. avenae]], CCUG 15838 [[Pseudomonas avenae]], CCUG 15838 [[Pseudomonas rubrilineans]], CCUG:15838, CFBP 2425, CFBP 2425 [[Pseudomonas avenae subsp. avenae]], CFBP 2425 [[Pseudomonas avenae]], CFBP 2425 [[Pseudomonas rubrilineans]], CFBP:2425, CIP 106500, CIP 106500 [[Pseudomonas avenae subsp. avenae]], CIP 106500 [[Pseudomonas avenae]], CIP 106500 [[Pseudomonas rubrilineans]], CIP:106500, DSM 7227, DSM 7227 [[Pseudomonas avenae subsp. avenae]], DSM 7227 [[Pseudomonas avenae]], DSM 7227 [[Pseudomonas rubrilineans]], DSM:7227, ICMP 3183, ICMP 3183 [[Pseudomonas avenae subsp. avenae]], ICMP 3183 [[Pseudomonas avenae]], ICMP 3183 [[Pseudomonas rubrilineans]], ICMP:3183, JCM 20985, JCM 20985 [[Pseudomonas avenae subsp. avenae]], JCM 20985 [[Pseudomonas avenae]], JCM 20985 [[Pseudomonas rubrilineans]], JCM:20985, LMG 2117, LMG 2117 [[Pseudomonas avenae subsp. avenae]], LMG 2117 [[Pseudomonas avenae]], LMG 2117 [[Pseudomonas rubrilineans]], LMG 2281, LMG 2281 [[Pseudomonas avenae subsp. avenae]], LMG 2281 [[Pseudomonas avenae]], LMG 2281 [[Pseudomonas rubrilineans]], LMG:2117, NCPPB 1011, NCPPB 1011 [[Pseudomonas avenae subsp. avenae]], NCPPB 1011 [[Pseudomonas avenae]], NCPPB 1011 [[Pseudomonas rubrilineans]], NCPPB:1011	yes	yes
Actinomadura geliboluensis	 A8036, DSM 45508, DSM:45508, KCTC 19868, KCTC:19868	yes	no
Rhodococcus imtechensis	 CIP 109333, CIP:109333, DSM 45091, DSM:45091, JCM 13270, JCM:13270, MTCC 7085, MTCC:7085, RKJ300	yes	yes
Rhodobacter lacus	 BCCM/LMG:28758, JA826, KCTC 15478, KCTC:15478, LMG 28758, LMG:28758	yes	no
Anoxybacillus eryuanensis	 CCTCC AB209236, DSM 23212, E-112, KCTC 13720, KCTC:13720	yes	no
Oceanobacillus faecalis	 HM6	no	no
Carnobacterium viridans	 ATCC BAA-336, ATCC:BAA:336, DSM 14451, DSM:14451, JCM 12222, JCM:12222, MPL-11	yes	yes
Ensifer numidicus	 BCCM/LMG:24690, CIP 109850, CIP:109850, LMG 24690, LMG:24690, ORS 1407, ORS:1407	yes	no
Halorubrum xinjiangense	 AS 1.3527, AS:1.3527, BD-1, DSM 21996, JCM 12388, JCM:12388	yes	no
Mogibacterium timidum	 ATCC 33093, ATCC:33093, CIP 104214, CIP:104214, VPI D1B-22	yes	yes
Sphingomonas oligoaromativorans	 DSM 102246, IMER-A1-28, KACC 12948, KACC:12948, NBRC 105508, NBRC:105508, SY-6	yes	no
Rhodococcus koreensis	 CIP 106721, CIP:106721, DNP 505, DNP505, DSM 44498, DSM:44498, JCM 10743, JCM:10743, KCTC 0569BP, KCTC:0569BP, NBRC 100607, NBRC:100607	yes	yes
Flavobacterium maris	 KCTC 42093, KCTC:42093, KMM 9535, KMM:9535, NRIC 0920, NRIC:0920	yes	no
Streptomyces bullii	 C2, CGMCC 4.7019, CGMCC:4.7019, DSM 42091, DSM 42131, KACC 15426, KACC:15426	yes	no
Gramella gaetbulicola	 DSM 23082, DSM:23082, JCM 16528, JCM:16528, KCTC 23022, KCTC:23022, NBRC 106272, NBRC:106272, RA5-111	yes	yes
Rugosimonospora africana	 DSM 45228, DSM:45228, Delta3, NBRC 104875, NBRC:104875	yes	no
Roseospira mediosalina	 BN 280	yes	no
Paenibacillus pocheonensis	 BCCM/LMG:23404, DSM 23906, Gsoil 1138, KCTC 13941, KCTC:13941, LMG 23404, LMG:23404	yes	no
Vibrio porteresiae	 BCCM/LMG:24061, DSM 19223, DSM:19223, LMG 24061, LMG:24061, MSSRF30	yes	no
Pedobacter bambusae	 JCM 19364, JCM:19364, KACC 17544, KACC:17544, THG-G118	yes	no
Bacillus pseudalcaliphilus	 ATCC 700166, ATCC:700166, BCCM/LMG:17951, CIP 105304, CIP:105304, DSM 8725, DSM:8725, LMG 17951, LMG:17951, PN-137	yes	yes
Prevotella shahii	 DSM 15611, DSM:15611, EHS11, JCM 12083, JCM:12083	yes	yes
Mycoplasmopsis cricetuli	 ATCC 35279, CH, NCTC 10190	yes	yes
Methanobrevibacter arboriphilus	 ATCC 33747, ATCC:33747, DH-1, DH1, DSM 1125, DSM:1125, JCM 13429, JCM:13429, OCM 147, OCM:147	yes	yes
Listeria monocytogenes	 ATCC 15313, ATCC:15313, CCUG 15526, CCUG:15526, CIP 82.110, CIP:82.110, DSM 20600, DSM:20600, DSMZ 20600, NCTC 10357, NCTC:10357, SLCC 53, SLCC:53	yes	yes
Nitrosomonas europaea	 ATCC 25978, ATCC:25978, DSM 28437	yes	yes
Acidithiobacillus ferrivorans	 DSM 22755, DSM:22755, JCM 15606, JCM:15606, NO-37	yes	no
Halomonas salicampi	 BH103, KACC 17609, KACC:17609, NBRC 109914, NBRC:109914, NCAIM B 02528, NCAIM:B:02528	yes	no
Rhizobium lentis	 BCCM/LMG:28441, BLR27, DSM 29286, DSM:29286, LMG 28441, LMG:28441	yes	no
Streptomyces californicus	 AS 4.0570, AS:4.0570, ATCC 19734, ATCC 3312, ATCC:19734, ATCC:3312, BCCM/LMG:19309, BCRC 13688, BCRC:13688, CBS 125.20, CBS 354.53, CBS 473.68, CBS:125.20, CBS:354.53, CBS:473.68, CCRC 13688, CCRC:13688, DSM 40058, DSM:40058, HUT 6049, HUT:6049, IFM 1070, IFM:1070, IFO 12750, IFO 3386, IFO:12750, IFO:3386, IMET 40261, IMET:40261, ISP 5058, ISP:5058, JCM 4015, JCM 4567, JCM:4015, JCM:4567, LMG 19309, LMG:19309, NBRC 12750, NBRC 3386, NBRC:12750, NBRC:3386, NCAIM B.01475, NRRL B-1221, NRRL B-2098, NRRL-ISP 5058, NRRL-ISP:5058, NRRL:B:1221, NRRL:B:2098, RIA 1015, RIA:1015, VKM Ac-575, VKM:Ac:575	yes	no
Lysobacter soli	 BCCM/LMG:24126, DCY21, DSM 24712, KCTC 22011, KCTC:22011, LMG 24126, LMG:24126	yes	yes
Tomitella biformata	 AHU 1821, AHU1821, DSM 45403, DSM:45403, NBRC 106253, NBRC:106253	yes	yes
Chryseobacterium caeni	 CCBAU 10201, CCBAU:10201, DSM 17710, DSM:17710, KCTC 12506, KCTC:12506, N4	yes	yes
Enterobacter ludwigii	 CCUG 51323, CCUG 51354, CCUG:51323, CCUG:51354, CIP 108491, CIP:108491, DSM 16688, DSM:16688, EN-119	yes	yes
Ochrobactrum thiophenivorans	 CCM 7492, CCM:7492, CCUG 55412, CCUG:55412, DSM 7216, DSM:7216	yes	yes
Halanaerobium lacusrosei	 ATCC 700560, ATCC:700560, CIP 105492, CIP:105492, DSM 10165, DSM:10165, H200	yes	no
Paenibacillus glucanolyticus	 ATCC 49278, ATCC:49278, BCCM/LMG:12239, CCUG 28523, CCUG:28523, CIP 106935, CIP:106935, DSM 5162, DSM:5162, HSCC 171, HSCC:171, IFO 15330, IFO:15330, LMG 12239, LMG:12239, NBRC 15330, NBRC:15330, NCIMB 12809, NCIMB:12809, NRRL B-14679, NRRL:B:14679, S93	yes	yes
Zunongwangia endophytica	 BCCM/LMG:29517, CECT 9128, CECT:9128, CPA58, LMG 29517, LMG:29517	yes	no
Desulfotomaculum antarcticum	 IAM 64	no	no
Paracoccus zeaxanthinifaciens subsp. payriae	 RA19	yes	no
Streptomyces lavenduligriseus	 ATCC 13306, ATCC 29661, ATCC:13306, ATCC:29661, CBS 706.72, CBS:706.72, DSM 40487, DSM:40487, IFO 13405, IFO:13405, ISP 5487, ISP:5487, JCM 4545, JCM 4779, JCM:4545, JCM:4779, NBRC 13405, NBRC:13405, NRRL B-3173, NRRL ISP-5487, NRRL-ISP 5487, NRRL-ISP:5487, NRRL:B:3173, RIA 1366, RIA:1366, VKM Ac-1159, VKM:Ac:1159	yes	yes
Acetobacter fabarum	 985, BCCM/LMG:24244, DSM 19596, DSM:19596, LMG 24244, LMG:24244, R-36330	yes	no
Paenibacillus wulumuqiensis	 CPCC 100602, CPCC:100602, DSM 29194, JCM 30284, JCM:30284, Y24	yes	yes
Malacoplasma microti	 ATCC 700935, CCUG 53181, DSM 19518, IL 371, IL371	yes	no
Nitrospira marina	 ATCC 43039, ATCC:43039	yes	no
Roseimicrobium gellanilyticum	 DC2a-G7, DSM 25532, DSM:25532, NBRC 108606, NBRC:108606	yes	yes
Mycobacterium franklinii	 ATCC BAA-2149, CV002, DSM 45524	yes	yes
Clavibacter michiganensis subsp. capsici	 BCCM/LMG:29047, KACC 18448, KACC:18448, LMG 29047, LMG:29047, PF008	yes	yes
Streptomyces pilosus	 ATCC 19797, ATCC:19797, BCRC 12091, BCRC:12091, CBS 549.68, CBS 594.68, CBS:549.68, CCRC 12091, CCRC:12091, DSM 40097, DSM:40097, IFO 12807, IFO:12807, ISP 5097, ISP:5097, JCM 4403, JCM:4403, NBRC 12807, NBRC:12807, NRRL 2721, NRRL ISP-5097, NRRL-ISP 5097, NRRL-ISP:5097, NRRL:2721, RIA 1076, RIA:1076, UNIQEM 183, UNIQEM:183, VKM Ac-1765, VKM:Ac:1765	yes	no
Corynebacterium ihumii	 GD7	yes	yes
Marasmitruncus massiliensis	 CSUR P3646, Marseille-P3646	yes	yes
Desulfovibrio vulgaris	 ATCC 29579, ATCC:29579, BCCM/LMG:7563, CCUG 34227, CCUG:34227, CIP 107040, CIP:107040, DSM 644, DSM:644, Hildenborough, LMG 7563, LMG:7563, NCAIM B.01489, NCIB 8303, NCIMB 8303, NCIMB:8303, VKM B-1760, VKM:B:1760	yes	yes
Thiolinea disciformis	 B3-1, DSM 14473, DSM:14473, JCM 11364, JCM:11364	yes	yes
Pseudanabaena foetida var. subfoetida	 PS1306	yes	no
Desulfurella kamchatkensis	 ATCC 700655, ATCC:700655, DSM 10409, DSM:10409, K-119	no	no
Propioniferax innocua	 ATCC 49929, ATCC:49929, BCCM/LMG:16732, CCUG 33480, CCUG:33480, DSM 8251, DSM:8251, JCM 13395, JCM:13395, L60, LMG 16732, LMG:16732, NCTC 11082, NCTC:11082	yes	no
Clostridium amazonense	 CCUG 59712, CCUG:59712, DSM 23598, DSM:23598, NE08V	yes	no
Psychrobacillus lasiicapitis	 CGMCC 1.15308, CGMCC:1.15308, DSM 100484, DSM:100484, NEAU-3TGS17	yes	no
Mycoplasma gateae	 ATCC 23392, ATCC:23392, NCTC 10161, NCTC:10161	yes	no
Dermatophilus congolensis	 ATCC 14637, ATCC:14637, CCUG 47448, CCUG:47448, DSM 44180, DSM:44180, JCM 8106, JCM:8106, NCTC 13039, NCTC:13039, NRRL B-2350, NRRL:B:2350	yes	yes
Sphingomonas piscinae	 BCCM/LMG:29002, BCRC 80911, BCRC:80911, KCTC 42741, KCTC:42741, LMG 29002, LMG:29002, LYH-20	yes	no
Enterococcus crotali	 BCCM/LMG:28312, CCUG 65857, CCUG:65857, ETRF1, LMG 28312, LMG:28312	yes	no
Knoellia flava	 CGMCC 1.10749, CGMCC:1.10749, DSM 25785, KCTC 19810, KCTC:19810, TL1	yes	yes
Saccharothrix tamanrassetensis	 CECT 8640, CECT:8640, DSM 45947, DSM:45947, SA198	yes	no
Hydrogenophilus islandicus	 16C, DSM 21442, DSM:21442, JCM 16106, JCM:16106	yes	no
Delftia litopenaei	 BCCM/LMG:25724, BCRC 80212, BCRC:80212, DSM 27241, LMG 25724, LMG:25724, wsw-7	yes	no
Corynebacterium stationis	 ATCC 14403, ATCC:14403, CCUG 43497, CCUG:43497, CIP 104228, CIP:104228, DSM 20302, DSM:20302, DSMZ 20302, IFO 12144, JCM 11611, JCM:11611, NBRC 12144, NBRC:12144, VKM B-1228, VKM:B:1228	yes	yes
Magnetospira thiophila	 ATCC BAA-1438, ATCC:BAA:1438, JCM 17960, JCM:17960, MMS-1	yes	no
Mycobacterium hackensackense	 147-0552, ATCC BAA-823, ATCC:BAA:823	yes	no
Alicyclobacillus montanus	 CBMAI1927, CBMAI:1927, CMPUJ UGB U503, USBA-GBX-503	yes	yes
Fusibacter bizertensis	 DSM 28034, DSM:28034, JCM 19376, JCM:19376, LTF Kr01	yes	no
Streptomyces vastus	 ATCC 25506, ATCC:25506, CBS 290.60, CBS 290/60, CBS 648.69, CBS:290.60, CBS:648.69, DSM 40309, DSM:40309, IFO 13094, IFO:13094, ISP 5309, ISP:5309, JCM 4524, JCM:4524, NBRC 13094, NBRC:13094, NRRL B-12232, NRRL-ISP 5309, NRRL-ISP:5309, NRRL:B:12232, RIA 1286, RIA:1286, VKM Ac-1871, VKM:Ac:1871	yes	no
Thermococcus thioreducens	 ATCC BAA-394, ATCC:BAA:394, DSM 14981, DSM:14981, JCM 12859, JCM:12859, OGL-20P	yes	yes
[Clostridium] clostridioforme	 ATCC 25537, ATCC:25537, BCRC 14545, BCRC:14545, CCRC 14545, CCRC:14545, CCUG 16791, CCUG:16791, CIP 104318, CIP:104318, DSM 933, DSM:933, JCM 1291, JCM:1291, NCIMB 11018, NCIMB:11018, NCTC 11224, NCTC:11224, VPI 0316, VPI:0316	yes	yes
Oculatella hafneriensis	 CCALA 1041, CCALA:1041, Hindak 1982/12	yes	no
Sulfurospirillum arsenophilum	 ATCC 700056, ATCC:700056, DSM 10659, DSM:10659, MIT 13, MIT-13	yes	no
Pseudidiomarina donghaiensis	 908033, CGMCC 1.7284, JCM 15533	yes	yes
Lyngbya regalis	 WCP1	yes	no
Methanosarcina flavescens	 DSM 100822, DSM:100822, E03.2, JCM 30921, JCM:30921	yes	yes
Aestuariicella hydrocarbonica	 JCM 30134, JCM:30134, KACC 18121, KACC:18121, SM-6	yes	no
Soehngenia saccharolytica	 ATCC BAA-502, ATCC:BAA:502, BOR-Y, DSM 12858, DSM:12858	yes	no
Bacillus dakarensis	 CSUR P3515, Marseille-P3515	yes	yes
Pseudochrobactrum kiredjianiae	 CCUG 49584, CCUG:49584, CIP 109227, CIP:109227, DSM 19762	yes	no
Acidipropionibacterium acidipropionici	 ATCC 25562, ATCC:25562, CGMCC 1.2230, CGMCC:1.2230, CIP 103025, CIP:103025, DSM 4900, DSM:4900, KCTC 5020, KCTC:5020, NCIB 11858, NCIB:11858, NCIMB 11858, NCIMB:11858, VPI 399, VPI:399	yes	yes
Desulfallas geothermicus	 ATCC 49053, BSD, DSM 3669, DSM:3669, NBRC 112753, NBRC:112753	yes	yes
Streptomyces kaempferi	 CGMCC 4.7020, CGMCC:4.7020, DSM 42089, I37, KACC 15428, KACC:15428	yes	no
Paenibacillus xylaniclasticus	 KCTC 13719, KCTC:13719, NBRC 106381, NBRC:106381, TISTR 1914, TISTR:1914, TW1	yes	yes
Bifidobacterium globosum	 AS 1.2203, ATCC 25865, BCRC 14663, CCRC 14663, CCUG 34978, CCUG 39904, DSM 20092, HAMBI 1376, HAMBI 563, JCM 5820, LMG 11569, RU 224	yes	yes
Orenia salinaria	 ATCC 700911, ATCC:700911, DSM 13466, SG 3902, SG:3902	yes	no
Geobacter luticola	 DSM 24905, DSM:24905, JCM 17780, JCM:17780, OSK6	yes	no
Lactococcus plantarum	 ATCC 43199, ATCC:43199, BCCM/LMG:8517, CCUG 39180, CCUG:39180, CIP 102506, CIP:102506, DSM 20686, DSM:20686, HAMBI 1593, HAMBI:1593, JCM 11056, JCM:11056, LMG 8517, LMG:8517, NCDO 1869, NCDO:1869, NCIMB 11945, NCIMB:11945	yes	yes
Roseococcus suduntuyensis	 DSM 19979, DSM:19979, SHET, VKM B-2453, VKM:B:2453	yes	no
Vibrio toranzoniae	 CAIM 1869, CAIM:1869, CECT 7225, CECT:7225, DSM 28519, VB 10.8, Vb 10.8, Vb10.8	yes	yes
Acidipropionibacterium virtanenii	 DSM 106790, DSM:106790, JS278, VTT E-113202, VTT:E:113202	yes	yes
Intrasporangium flavum	 DSM 29621, MCCC 1K00454, MUSC 78, NBRC 110749	yes	yes
Mycobacterium florentinum	 CCUG 50992, CCUG:50992, CIP 108409, CIP:108409, DSM 44852, DSM:44852, F-I93171, FI-93171, JCM 14740, JCM:14740	yes	yes
Friedmanniella aerolata	 7515T-26, DSM 27139, DSM:27139, KACC 17306, KACC:17306	yes	no
Sphingomonas molluscorum	 An 18, CIP 109223, CIP:109223, DSM 19588, JCM 14122, JCM:14122, KMM 3882, KMM:3882, NRIC 0685, NRIC:0685	yes	no
Vibrio anguillarum	 ATCC 19264, ATCC:19264, BCCM/LMG:4437, CAIM 696, CAIM:696, CCUG 47265, CCUG:47265, CIP 63.36, CIP:63.36, DSM 21597, DSM:21597, IFO 13266, IFO:13266, LMG 4437, LMG:4437, NBRC 13266, NBRC:13266, NCCB 72050, NCCB:72050, NCIMB 6, NCIMB:6, NCTC 12159, NCTC:12159	yes	yes
Lishizhenia tianjinensis	 CGMCC 1.7005, CGMCC:1.7005, H6, JCM 15141, JCM:15141	yes	yes
Aquiflexum balticum	 BA160, BCCM/LMG:22565, CIP 108445, CIP:108445, DSM 16537, DSM:16537, LMG 22565, LMG:22565	yes	yes
Thermogutta terrifontis	 DSM 26237, DSM:26237, R1, VKM B-2805, VKM:B:2805	yes	yes
Eudoraea chungangensis	 CAU 1296, CCUG 66239, CCUG:66239, CECT 8744, CECT:8744, KCTC 42048, KCTC:42048	yes	no
Brachybacterium fresconis	 BCCM/LMG:20336, CCUG 50350, CCUG:50350, DSM 14564, DSM:14564, JCM 12138, JCM:12138, LMG 20336, LMG:20336	yes	no
Thermococcus radiotolerans	 DSM 15228, DSM:15228, EJ2, JCM 11826, JCM:11826	yes	yes
Mesorhizobium thiogangeticum	 BCCM/LMG:22697, DSM 17097, LMG 22697, LMG:22697, MTCC 7001, MTCC:7001, SJT	yes	no
Halorubrum alkaliphilum	 AS 1.3528, AS:1.3528, DSM 23564, DZ-1, JCM 12358, JCM:12358	yes	no
Marinisporobacter balticus	 59.4M, DSM 102940, DSM:102940, JCM 31103, JCM:31103	yes	yes
Thalassotalea agariperforans	 CCUG 60020, CCUG:60020, KCTC 23343, KCTC:23343, M-M1	yes	no
Hugenholtzia roseola	 ATCC 23088, ATCC:23088, BCCM/LMG:13856, CIP 106406, CIP:106406, DSM 9546, DSM:9546, IFO 16486, IFO 16707, IFO:16486, IFO:16707, LMG 13856, LMG:13856, NBRC 16707, NBRC:16707	yes	yes
Aquaspirillum soli	 CCTCC AB 2016081, CCTCC:AB:2016081, KACC 18846, KACC:18846, THG-SQE6	yes	no
Serinicoccus marinus	 DSM 15273, DSM:15273, IMSNU 14026, IMSNU:14026, JC1078, JCM 13024, JCM:13024, KCTC 9980, KCTC:9980	yes	yes
Microbispora soli	 NBRC 113147, NBRC:113147, RTBAU4-9, TBRC 7648, TBRC:7648	yes	no
Natranaerobius thermophilus	 ATCC BAA-1301, ATCC:BAA:1301, DSM 18059, DSM:18059, JW/NM-WN-LF	yes	yes
Spirosoma metallicum	 KACC 17940, KACC:17940, NBRC 110792, NBRC:110792, PR1014k	yes	no
Tumebacillus soli	 CAU 11108, CECT 8918, CECT:8918, KCTC 33141, KCTC:33141	yes	no
Labrenzia alba	 5OM6, CECT 5095, CECT:5095, CIP 108402, CIP:108402, DSM 18320, DSM 18380, DSM:18380	no	yes
Streptomyces coeruleoflavus	 INA 2206	no	no
Rhizobium populi	 CCTCC AB 2013068, CCTCC:AB:2013068, JCM 19159, JCM:19159, K-38, NRRL B-59990, NRRL:B:59990	yes	no
Halopiger aswanensis	 56, DSM 13151, DSM:13151, JCM 11628, JCM:11628	yes	yes
Jannaschia rubra	 4SM3, CECT 5088, CECT:5088, DSM 16279, DSM:16279	yes	yes
Alcanivorax gelatiniphagus	 JCM 18425, JCM:18425, KCCM 42990, KCCM:42990, MEBiC08158	yes	no
Streptomyces ambofaciens	 ATCC 23877, ATCC:23877, BCRC 11857, BCRC:11857, CBS 616.68, CBS:616.68, CCRC 11857, CCRC:11857, CECT 3101, CECT:3101, DSM 40053, DSM:40053, IFO 12836, IFO:12836, ISP 5053, ISP:5053, JCM 4204, JCM 4618, JCM:4204, JCM:4618, KCTC 9111, KCTC:9111, NBRC 12836, NBRC:12836, NRRL 2420, NRRL B-2516, NRRL ISP-5053, NRRL-ISP 5053, NRRL-ISP:5053, NRRL:2420, NRRL:B:2516, RIA 1115, RIA:1115	yes	yes
Ferriphaselus amnicola	 DSM 26810, DSM:26810, JCM 18545, JCM:18545, OYT1	yes	yes
Paracoccus stylophorae	 BCCM/LMG:25392, BCRC 80106, BCRC:80106, KTW-16, LMG 25392, LMG:25392	yes	no
Curvibacter gracilis	 7-1, ATCC BAA-807, ATCC:BAA:807, CCUG 49445, CCUG:49445, IAM 15033, IAM:15033, JCM 21496, JCM:21496	yes	yes
Leifsonia soli	 BCCM/LMG:24767, DSM 23871, JCM 15679, JCM:15679, LMG 24767, LMG:24767, TG-S248	yes	no
Methylogaea oryzae	 DSM 23452, DSM:23452, E10, JCM 16910, JCM:16910	yes	yes
Brevitalea aridisoli	 Ac_11_E3, BCCM/LMG:28618, DSM 27934, DSM:27934, LMG 28618, LMG:28618	yes	no
Rarobacter incanus	 ATCC 51544, ATCC:51544, CIP 104132, CIP:104132, DSM 10596, DSM:10596, IFO 16558, IFO:16558, JCM 6350, JCM:6350, NBRC 101357, NBRC 16558, NBRC:101357, NBRC:16558, YLM 32, YLM-32	yes	no
